GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,BubbleGen1_X,BubbleGen1_Y,BubbleGen1_Z,BubbleGen2_X,BubbleGen2_Y,BubbleGen2_Z,BubbleGen3_X,BubbleGen3_Y,BubbleGen3_Z,BubbleGen6_X,BubbleGen6_Y,BubbleGen6_Z,BubbleGen7_X,BubbleGen7_Y,BubbleGen7_Z,BubbleGen8_X,BubbleGen8_Y,BubbleGen8_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_2_b,Temporal_2_b,Spatial_2,Temporal_2,RightKneeAngle,LeftKneeAngle,RightElbowAngle,LeftElbowAngle,RightFootDistanceFromFloor,LeftFootDistanceFromFloor,Total_reach,Spatial_1,Temporal_1
79,12182024021011119,-0.8001902,2.881344,-6.5716,-0.7973685,2.769197,-6.535868,-0.7889189,2.423134,-6.441303,-0.7778487,1.94804,-6.324772,-0.7973685,2.769197,-6.535868,-0.7973685,2.769197,-6.535868,-0.7778487,1.94804,-6.324772,-0.7778487,1.94804,-6.324772,-0.4536837,2.677783,-6.551994,-0.3720154,2.205278,-6.544273,-0.5335245,1.89174,-6.761999,-0.5946581,1.840142,-6.801948,-0.5335245,1.89174,-6.761999,-1.126886,2.676225,-6.567577,-1.20772,2.243786,-6.567063,-1.079795,1.906322,-6.76593,-1.030862,1.783747,-6.835516,-1.079795,1.906322,-6.76593,-0.6047081,1.945719,-6.380157,-0.3697566,1.580778,-6.905879,-0.4084857,0.712061,-6.917271,-0.9582625,1.941867,-6.389364,-1.139018,1.572397,-6.92591,-1.050173,0.7050699,-6.93398,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,121.9707144,121.5831392,132.1051202,138.3668301,-0.0517673,-0.0587584,1.739694131,0,1
80,12182024021011419,-0.7895116,2.888825,-6.557652,-0.7880925,2.776093,-6.523244,-0.7837987,2.428105,-6.433277,-0.7765447,1.950739,-6.322863,-0.7880925,2.776093,-6.523244,-0.7880925,2.776093,-6.523244,-0.7765447,1.950739,-6.322863,-0.7765447,1.950739,-6.322863,-0.4475283,2.680092,-6.545503,-0.3717149,2.205677,-6.544322,-0.5317487,1.896971,-6.760126,-0.5897911,1.848181,-6.79514,-0.5317487,1.896971,-6.760126,-1.119365,2.68317,-6.552392,-1.202109,2.252413,-6.557419,-1.024114,1.903321,-6.791168,-0.9775637,1.779184,-6.861928,-1.024114,1.903321,-6.791168,-0.603685,1.946628,-6.379815,-0.4133418,1.571826,-6.937787,-0.4771797,0.7019453,-7.034916,-0.9570182,1.946503,-6.386167,-1.108651,1.571579,-6.950285,-1.010178,0.7017562,-7.044497,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,126.8954137,126.5962792,132.9901824,133.1250461,-0.061883,-0.0620721,1.765845838,0,1
81,12182024021011754,-0.7770015,2.896427,-6.543641,-0.7763727,2.783575,-6.510005,-0.7747913,2.435068,-6.422889,-0.7716362,1.956579,-6.31815,-0.7763727,2.783575,-6.510005,-0.7763727,2.783575,-6.510005,-0.7716362,1.956579,-6.31815,-0.7716362,1.956579,-6.31815,-0.4376517,2.683648,-6.534565,-0.3705245,2.206885,-6.543649,-0.5295327,1.900945,-6.756482,-0.5869038,1.853879,-6.789672,-0.5295327,1.900945,-6.756482,-1.11118,2.689483,-6.53967,-1.196306,2.261465,-6.548758,-1.010023,1.906401,-6.793199,-0.9624878,1.783295,-6.866326,-1.010023,1.906401,-6.793199,-0.5985786,1.950476,-6.376664,-0.4359991,1.567589,-6.953814,-0.5160603,0.6986829,-7.064165,-0.9528202,1.953604,-6.381057,-1.089705,1.57336,-6.961921,-0.9930124,0.7028937,-7.07008,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,127.7826736,127.5503155,134.647774,132.4456841,-0.0651454,-0.0609346,1.781910425,0,1
82,12182024021012131,-0.7700496,2.900257,-6.536293,-0.7697012,2.787416,-6.502896,-0.7690635,2.438983,-6.41665,-0.7677426,1.960701,-6.314412,-0.7697012,2.787416,-6.502896,-0.7697012,2.787416,-6.502896,-0.7677426,1.960701,-6.314412,-0.7677426,1.960701,-6.314412,-0.4310322,2.686054,-6.527077,-0.3685353,2.20871,-6.541803,-0.5284488,1.904297,-6.753011,-0.5870826,1.855895,-6.786648,-0.5284488,1.904297,-6.753011,-1.105939,2.693044,-6.532989,-1.192505,2.266802,-6.543576,-1.036791,1.91635,-6.763741,-0.9866484,1.806716,-6.839725,-1.036791,1.91635,-6.763741,-0.5942569,1.953505,-6.373668,-0.4508727,1.551315,-6.969307,-0.5168388,0.6909943,-7.194021,-0.9494671,1.958363,-6.377333,-1.072681,1.559819,-6.975724,-0.9966455,0.6975559,-7.198973,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,136.0442505,135.8492622,135.4139599,135.9302976,-0.072834,-0.0662724,1.815703637,0,1
83,12182024021012525,-0.7655528,2.901895,-6.533131,-0.7652727,2.789048,-6.499814,-0.7648898,2.440609,-6.413935,-0.7642978,1.962385,-6.313045,-0.7652727,2.789048,-6.499814,-0.7652727,2.789048,-6.499814,-0.7642978,1.962385,-6.313045,-0.7642978,1.962385,-6.313045,-0.4275489,2.687183,-6.524234,-0.3670495,2.210052,-6.540749,-0.5284021,1.906569,-6.750899,-0.5905955,1.854875,-6.786718,-0.5284021,1.906569,-6.750899,-1.101629,2.695695,-6.52929,-1.189101,2.270515,-6.540578,-1.024024,1.90915,-6.777839,-0.9763091,1.80282,-6.855224,-1.024024,1.90915,-6.777839,-0.5901194,1.955438,-6.371906,-0.4642423,1.544556,-7.114653,-0.4139185,1.030838,-7.75078,-0.9461228,1.958719,-6.377616,-1.039648,1.549858,-7.123882,-1.068964,1.036873,-7.761287,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,168.9345346,169.0714307,135.5972885,134.9196349,0.2670097,0.2730447,1.86775561,0,1
84,12182024021012839,-0.7622797,2.901425,-6.533241,-0.7621266,2.788755,-6.499595,-0.7620857,2.440608,-6.413166,-0.7621074,1.962571,-6.312038,-0.7621266,2.788755,-6.499595,-0.7621266,2.788755,-6.499595,-0.7621074,1.962571,-6.312038,-0.7621074,1.962571,-6.312038,-0.425289,2.687121,-6.523817,-0.3661259,2.210767,-6.540274,-0.5295287,1.908324,-6.749694,-0.6018853,1.849335,-6.792624,-0.5295287,1.908324,-6.749694,-1.099119,2.6969,-6.528285,-1.186784,2.273358,-6.538719,-1.032788,1.929779,-6.770679,-0.9732001,1.856601,-6.845157,-1.032788,1.929779,-6.770679,-0.5872935,1.956151,-6.36977,-0.4445264,1.582981,-7.133463,-0.3464434,1.085163,-7.787099,-0.9440706,1.957846,-6.377831,-1.042171,1.58582,-7.146967,-1.108844,1.088785,-7.804325,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,168.5352036,168.6099733,135.480684,134.6414639,0.3213347,0.3249567,1.880354785,0,1
85,12182024021013217,-0.759753,2.900186,-6.534561,-0.759636,2.787692,-6.500508,-0.7598146,2.439928,-6.413167,-0.760451,1.962263,-6.311465,-0.759636,2.787692,-6.500508,-0.759636,2.787692,-6.500508,-0.760451,1.962263,-6.311465,-0.760451,1.962263,-6.311465,-0.4234456,2.686172,-6.524681,-0.3653697,2.211005,-6.539992,-0.5303355,1.909142,-6.749011,-0.6043036,1.847304,-6.794294,-0.5303355,1.909142,-6.749011,-1.096985,2.697603,-6.52822,-1.185281,2.27539,-6.537476,-1.040246,1.928092,-6.769545,-0.950867,1.831833,-6.86732,-1.040246,1.928092,-6.769545,-0.5853993,1.956342,-6.368605,-0.4232076,1.57028,-7.06924,-0.3305448,0.7734437,-7.452305,-0.9426495,1.95689,-6.377937,-1.056355,1.571251,-7.085779,-1.123459,0.7746598,-7.473018,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,144.5428535,144.5336057,135.3093847,135.4613215,0.0096154,0.0108315,1.896340411,0,1
86,12182024021013494,-0.7588892,2.897954,-6.538341,-0.7586311,2.785773,-6.503444,-0.7586662,2.438815,-6.414186,-0.7596031,1.961814,-6.311376,-0.7586311,2.785773,-6.503444,-0.7586311,2.785773,-6.503444,-0.7596031,1.961814,-6.311376,-0.7596031,1.961814,-6.311376,-0.4225652,2.68502,-6.526119,-0.3648627,2.210943,-6.540059,-0.5304593,1.909138,-6.749115,-0.6037869,1.845411,-6.795719,-0.5304593,1.909138,-6.749115,-1.096604,2.695664,-6.533937,-1.184932,2.275874,-6.538207,-1.037762,1.922726,-6.776495,-0.9534928,1.820231,-6.86731,-1.037762,1.922726,-6.776495,-0.5844824,1.956195,-6.368123,-0.4071512,1.55061,-6.983665,-0.3858203,0.65228,-6.913626,-0.9419476,1.956198,-6.378265,-1.071277,1.550616,-7.002508,-1.089306,0.6522865,-6.933586,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,118.3999907,118.3813869,135.1560397,134.8067809,-0.1115483,-0.1115418,1.851037567,0,1
87,12182024021013778,-0.763617,2.897001,-6.567667,-0.7626323,2.784269,-6.526752,-0.7600119,2.437039,-6.421684,-0.7594088,1.961053,-6.311268,-0.7626323,2.784269,-6.526752,-0.7626323,2.784269,-6.526752,-0.7594088,1.961053,-6.311268,-0.7594088,1.961053,-6.311268,-0.4235618,2.681653,-6.533223,-0.3643904,2.209343,-6.542575,-0.5312023,1.906984,-6.751185,-0.5992519,1.847829,-6.795419,-0.5312023,1.906984,-6.751185,-1.09726,2.692575,-6.541373,-1.186316,2.272691,-6.542145,-1.021429,1.899037,-6.802328,-0.941115,1.782037,-6.892037,-1.021429,1.899037,-6.802328,-0.5844998,1.95515,-6.368001,-0.393995,1.558029,-6.924134,-0.4060599,0.7000048,-6.611974,-0.9418116,1.955646,-6.378145,-1.086056,1.55899,-6.943782,-1.077795,0.7009376,-6.631044,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,104.7417384,104.5805177,134.6086756,133.2464243,-0.0638235,-0.0628907,1.813410518,0,1
88,12182024021014107,-0.7698647,2.891689,-6.5775,-0.7683454,2.779603,-6.53633,-0.7643583,2.433718,-6.428511,-0.7611873,1.95939,-6.311822,-0.7683454,2.779603,-6.53633,-0.7683454,2.779603,-6.53633,-0.7611873,1.95939,-6.311822,-0.7611873,1.95939,-6.311822,-0.4276384,2.678304,-6.5422,-0.364556,2.207455,-6.546045,-0.5318825,1.903959,-6.753838,-0.5943982,1.849783,-6.79541,-0.5318825,1.903959,-6.753838,-1.10185,2.687402,-6.550767,-1.189354,2.265895,-6.548302,-1.05825,1.873649,-6.790249,-1.009119,1.77376,-6.859237,-1.05825,1.873649,-6.790249,-0.5870032,1.95282,-6.369266,-0.3947713,1.558457,-6.900996,-0.3577713,0.6992581,-6.754263,-0.9432349,1.954655,-6.377992,-1.093938,1.562059,-6.918122,-1.116793,0.7031679,-6.772855,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,116.4551359,116.0740874,133.9132764,137.9893795,-0.0645702,-0.0606604,1.749678697,0,1
89,12182024021014457,-0.7775666,2.887265,-6.580462,-0.7752638,2.775652,-6.540091,-0.7703252,2.430421,-6.43346,-0.765669,1.956728,-6.314619,-0.7752638,2.775652,-6.540091,-0.7752638,2.775652,-6.540091,-0.765669,1.956728,-6.314619,-0.765669,1.956728,-6.314619,-0.4335916,2.676638,-6.548373,-0.3650148,2.206564,-6.548205,-0.5310419,1.901239,-6.755599,-0.5944954,1.845807,-6.797901,-0.5310419,1.901239,-6.755599,-1.108362,2.683331,-6.557273,-1.193598,2.260098,-6.553018,-1.09063,1.887249,-6.769049,-1.031703,1.818256,-6.829943,-1.09063,1.887249,-6.769049,-0.5917447,1.950143,-6.372683,-0.390685,1.541444,-6.9104,-0.2921539,0.6597483,-6.901968,-0.9473091,1.952439,-6.379827,-1.11125,1.546097,-6.924877,-1.186002,0.6655191,-6.919926,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,126.9260039,126.4706651,133.4012328,140.7388616,-0.10408,-0.0983092,1.7761321,0,1
90,12182024021014759,-0.7858462,2.883606,-6.581316,-0.7829652,2.772214,-6.541888,-0.776909,2.427415,-6.437406,-0.7708199,1.954071,-6.317774,-0.7829652,2.772214,-6.541888,-0.7829652,2.772214,-6.541888,-0.7708199,1.954071,-6.317774,-0.7708199,1.954071,-6.317774,-0.4403386,2.675806,-6.553574,-0.365784,2.205935,-6.55001,-0.5314681,1.897436,-6.756924,-0.5984765,1.842109,-6.802229,-0.5314681,1.897436,-6.756924,-1.114761,2.680262,-6.561625,-1.197949,2.255005,-6.556354,-1.104712,1.892272,-6.759027,-1.040213,1.830824,-6.820805,-1.104712,1.892272,-6.759027,-0.5967435,1.947957,-6.376087,-0.3922465,1.5346,-6.917393,-0.3001783,0.6611416,-6.888909,-0.9524316,1.949705,-6.382426,-1.120808,1.538182,-6.930378,-1.185562,0.6654948,-6.90469,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,125.6775621,125.183104,132.9557494,142.0054325,-0.1026867,-0.0983335,1.773946937,0,1
91,12182024021015077,-0.791106,2.881671,-6.58083,-0.7879182,2.770329,-6.542138,-0.780995,2.425716,-6.439432,-0.7739803,1.952433,-6.319934,-0.7879182,2.770329,-6.542138,-0.7879182,2.770329,-6.542138,-0.7739803,1.952433,-6.319934,-0.7739803,1.952433,-6.319934,-0.4449283,2.675662,-6.556251,-0.3665007,2.20554,-6.551119,-0.5322045,1.895884,-6.757789,-0.6027048,1.835341,-6.806335,-0.5322045,1.895884,-6.757789,-1.119119,2.678445,-6.563618,-1.200824,2.251758,-6.558004,-1.110544,1.895081,-6.754528,-1.040225,1.837955,-6.818714,-1.110544,1.895081,-6.754528,-0.5998487,1.946713,-6.378347,-0.3939098,1.533284,-6.91872,-0.3162116,0.6690063,-6.851007,-0.9555731,1.947883,-6.384356,-1.125196,1.535688,-6.931074,-1.173769,0.6718259,-6.865494,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,122.970947,122.4553673,132.619008,142.4641755,-0.094822,-0.0920024,1.765835056,0,1
