GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,BubbleGen1_X,BubbleGen1_Y,BubbleGen1_Z,BubbleGen2_X,BubbleGen2_Y,BubbleGen2_Z,BubbleGen3_X,BubbleGen3_Y,BubbleGen3_Z,BubbleGen6_X,BubbleGen6_Y,BubbleGen6_Z,BubbleGen7_X,BubbleGen7_Y,BubbleGen7_Z,BubbleGen8_X,BubbleGen8_Y,BubbleGen8_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_2_b,Temporal_2_b,Spatial_2,Temporal_2,RightKneeAngle,LeftKneeAngle,RightElbowAngle,LeftElbowAngle,RightFootDistanceFromFloor,LeftFootDistanceFromFloor,Total_reach,Spatial_1,Temporal_1
93,12182024021015766,-0.7962273,2.88038,-6.578147,-0.7928925,2.768951,-6.540472,-0.7849969,2.424316,-6.440466,-0.7767954,1.951035,-6.321594,-0.7928925,2.768951,-6.540472,-0.7928925,2.768951,-6.540472,-0.7767954,1.951035,-6.321594,-0.7767954,1.951035,-6.321594,-0.4499384,2.676092,-6.557467,-0.3680093,2.205109,-6.551858,-0.533658,1.89542,-6.758794,-0.6052374,1.8325,-6.808442,-0.533658,1.89542,-6.758794,-1.123844,2.676785,-6.564255,-1.204036,2.248403,-6.558835,-1.108184,1.898223,-6.754785,-1.032284,1.84214,-6.822728,-1.108184,1.898223,-6.754785,-0.6025697,1.945812,-6.380012,-0.3946738,1.533726,-6.919405,-0.3203935,0.6730855,-6.830235,-0.9584806,1.946111,-6.38595,-1.128297,1.534342,-6.931645,-1.169832,0.6737995,-6.844407,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,121.4864889,120.9598932,132.2858558,141.7741827,-0.0907428,-0.0900288,1.763155592,0,1
94,12182024021016072,-0.7974092,2.880241,-6.576586,-0.7940969,2.768757,-6.539212,-0.7860212,2.424045,-6.440211,-0.7773877,1.950741,-6.321888,-0.7940969,2.768757,-6.539212,-0.7940969,2.768757,-6.539212,-0.7773877,1.950741,-6.321888,-0.7773877,1.950741,-6.321888,-0.451268,2.676455,-6.557088,-0.3687882,2.204988,-6.551919,-0.5342903,1.895875,-6.759254,-0.599129,1.839796,-6.803043,-0.5342903,1.895875,-6.759254,-1.125109,2.676442,-6.563868,-1.204915,2.247676,-6.558679,-1.10609,1.8992,-6.755954,-1.02949,1.840665,-6.825091,-1.10609,1.8992,-6.755954,-0.6031667,1.945737,-6.380232,-0.3941764,1.533966,-6.919029,-0.3184379,0.6739253,-6.82295,-0.9590801,1.945681,-6.386244,-1.128908,1.533851,-6.93144,-1.170476,0.673792,-6.837343,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,121.0777153,120.5479318,132.2173883,141.3546627,-0.089903,-0.0900363,1.76305721,0,1
95,12182024021016408,-0.7982053,2.880352,-6.575326,-0.7949092,2.768799,-6.538123,-0.7866868,2.423959,-6.43983,-0.7776877,1.95058,-6.322061,-0.7949092,2.768799,-6.538123,-0.7949092,2.768799,-6.538123,-0.7776877,1.95058,-6.322061,-0.7776877,1.95058,-6.322061,-0.4521443,2.676815,-6.556572,-0.3692752,2.205667,-6.55108,-0.5284557,1.891261,-6.757219,-0.5943673,1.841784,-6.80074,-0.5284557,1.891261,-6.757219,-1.125925,2.676229,-6.563731,-1.205672,2.247011,-6.559152,-1.090892,1.877553,-6.770976,-1.0225,1.837939,-6.830179,-1.090892,1.877553,-6.770976,-0.6034431,1.945815,-6.380311,-0.3691512,1.54879,-6.930683,-0.0111081,0.773808,-7.185176,-0.9593505,1.94535,-6.386506,-1.153399,1.547766,-6.944333,-1.470855,0.7719022,-7.210583,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,146.2295224,145.9073918,133.241282,140.4374583,0.0099797,0.0080739,1.792539302,0,1
96,12182024021016757,-0.801414,2.890054,-6.618359,-0.7978954,2.774884,-6.569605,-0.7883568,2.424241,-6.449505,-0.7779856,1.949852,-6.323259,-0.7978954,2.774884,-6.569605,-0.7978954,2.774884,-6.569605,-0.7779856,1.949852,-6.323259,-0.7779856,1.949852,-6.323259,-0.4525665,2.676226,-6.557197,-0.3691587,2.208172,-6.549932,-0.5208383,1.888407,-6.757694,-0.5892107,1.82341,-6.811991,-0.5208383,1.888407,-6.757694,-1.1274,2.673577,-6.57374,-1.207852,2.244563,-6.567918,-1.053136,1.81743,-6.816648,-0.97926,1.728924,-6.879127,-1.053136,1.81743,-6.816648,-0.6035703,1.945799,-6.380496,-0.2940317,1.583159,-6.985365,0.0633958,1.03129,-7.649948,-0.9600044,1.943196,-6.3901,-1.212434,1.576453,-7.010112,-1.510233,1.019798,-7.69235,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,1,0,0,1,1,171.849488,171.8385781,133.9816025,138.5072847,0.2674617,0.2559697,1.888670119,1,1
97,12182024021017068,-0.8015815,2.898997,-6.667051,-0.7977008,2.782631,-6.614664,-0.7870381,2.426964,-6.476466,-0.7761702,1.948144,-6.325671,-0.7977008,2.782631,-6.614664,-0.7977008,2.782631,-6.614664,-0.7761702,1.948144,-6.325671,-0.7761702,1.948144,-6.325671,-0.4517574,2.673485,-6.561319,-0.3682087,2.210859,-6.548699,-0.5077738,1.885952,-6.756813,-0.5750535,1.826908,-6.809512,-0.5077738,1.885952,-6.756813,-1.127623,2.666273,-6.595983,-1.210314,2.240222,-6.583622,-1.050304,1.822166,-6.823808,-0.9574244,1.768577,-6.888235,-1.050304,1.822166,-6.823808,-0.6004323,1.946124,-6.38039,-0.2893919,1.617231,-7.038118,0.02199668,1.029967,-7.578671,-0.959114,1.93885,-6.396165,-1.181504,1.599141,-7.077353,-1.407849,1.000973,-7.641555,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,1,0,0,1,1,160.675165,160.5844911,134.8239062,137.230607,0.2661387,0.2371447,1.842147842,1,1
98,12182024021017402,-0.7981447,2.892543,-6.660029,-0.7949856,2.779834,-6.615672,-0.7849451,2.428045,-6.485493,-0.7739544,1.947108,-6.326891,-0.7949856,2.779834,-6.615672,-0.7949856,2.779834,-6.615672,-0.7739544,1.947108,-6.326891,-0.7739544,1.947108,-6.326891,-0.4501573,2.671476,-6.564444,-0.3676822,2.211346,-6.548232,-0.5081825,1.884253,-6.758643,-0.5774983,1.828526,-6.81116,-0.5081825,1.884253,-6.758643,-1.126574,2.663918,-6.604319,-1.211009,2.238752,-6.58996,-1.071109,1.831967,-6.813465,-0.9837213,1.787196,-6.873556,-1.071109,1.831967,-6.813465,-0.5980235,1.946115,-6.380313,-0.256927,1.571987,-6.945206,-0.03883934,0.6847851,-7.004273,-0.9572269,1.936944,-6.398502,-1.20171,1.547864,-6.993047,-1.345353,0.6514269,-7.070432,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,129.2797684,128.8961713,134.4724836,138.6909389,-0.0790432,-0.1124014,1.859617957,0,1
99,12182024021017729,-0.7980343,2.88341,-6.640384,-0.7948257,2.77229,-6.599704,-0.7846982,2.425447,-6.482816,-0.772947,1.946349,-6.327754,-0.7948257,2.77229,-6.599704,-0.7948257,2.77229,-6.599704,-0.772947,1.946349,-6.327754,-0.772947,1.946349,-6.327754,-0.4497269,2.67052,-6.566564,-0.3674365,2.209773,-6.548461,-0.5246925,1.873652,-6.770008,-0.6005886,1.821802,-6.822829,-0.5246925,1.873652,-6.770008,-1.126173,2.662825,-6.608057,-1.211343,2.237688,-6.592866,-1.115416,1.867726,-6.768006,-1.035399,1.809889,-6.838605,-1.115416,1.867726,-6.768006,-0.5972588,1.94565,-6.380782,-0.2670612,1.557811,-6.8853,-0.2252427,0.7054076,-6.608799,-0.9561527,1.935909,-6.39967,-1.19024,1.532755,-6.933885,-1.190151,0.6792189,-6.65958,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,108.5776541,108.105934,132.9443465,143.4118958,-0.0584207,-0.0846094,1.802646995,0,1
100,12182024021018063,-0.8015394,2.880889,-6.629144,-0.7978204,2.769611,-6.588922,-0.7866914,2.423864,-6.477027,-0.7726042,1.945903,-6.328133,-0.7978204,2.769611,-6.588922,-0.7978204,2.769611,-6.588922,-0.7726042,1.945903,-6.328133,-0.7726042,1.945903,-6.328133,-0.4504212,2.670025,-6.568604,-0.3677456,2.207613,-6.549566,-0.5264456,1.877175,-6.768947,-0.6008701,1.823016,-6.818702,-0.5264456,1.877175,-6.768947,-1.127246,2.662999,-6.605674,-1.211007,2.235878,-6.591167,-1.125217,1.881792,-6.757674,-1.045906,1.818745,-6.830326,-1.125217,1.881792,-6.757674,-0.5974979,1.944958,-6.381398,-0.287386,1.562004,-6.860729,-0.197933,0.7282163,-6.647283,-0.9556967,1.935621,-6.399384,-1.173719,1.538899,-6.905233,-1.209448,0.7018484,-6.698072,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,114.2937098,113.6561982,132.4283827,144.2819882,-0.035612,-0.0619799,1.738607575,0,1
101,12182024021018396,-0.8044932,2.877143,-6.612704,-0.800571,2.76597,-6.5734,-0.7889201,2.421531,-6.467659,-0.7727892,1.945551,-6.328213,-0.800571,2.76597,-6.5734,-0.800571,2.76597,-6.5734,-0.7727892,1.945551,-6.328213,-0.7727892,1.945551,-6.328213,-0.4516017,2.670078,-6.569681,-0.3684955,2.205429,-6.550313,-0.5285546,1.880075,-6.768535,-0.6029108,1.823404,-6.817597,-0.5285546,1.880075,-6.768535,-1.128844,2.664013,-6.600283,-1.210651,2.234014,-6.587427,-1.130872,1.887119,-6.751761,-1.052179,1.825603,-6.824369,-1.130872,1.887119,-6.751761,-0.5983567,1.944293,-6.381896,-0.2951602,1.556387,-6.866539,-0.1106099,0.6940675,-6.870653,-0.9557161,1.935714,-6.39838,-1.169489,1.535399,-6.906868,-1.274282,0.6661334,-6.924328,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,130.1032242,129.4518367,131.949972,144.9376402,-0.0697608,-0.0976949,1.755220149,0,1
102,12182024021018706,-0.8048841,2.875321,-6.602298,-0.800988,2.764091,-6.563465,-0.7896076,2.420075,-6.460681,-0.7730312,1.945351,-6.328112,-0.800988,2.764091,-6.563465,-0.800988,2.764091,-6.563465,-0.7730312,1.945351,-6.328112,-0.7730312,1.945351,-6.328112,-0.4526078,2.670507,-6.569725,-0.369,2.204147,-6.550589,-0.5301957,1.881701,-6.768217,-0.6054106,1.823733,-6.817934,-0.5301957,1.881701,-6.768217,-1.129409,2.665318,-6.595554,-1.210516,2.233244,-6.584891,-1.130871,1.888579,-6.750259,-1.053331,1.829239,-6.821661,-1.130871,1.888579,-6.750259,-0.5989189,1.943945,-6.38208,-0.3015721,1.551989,-6.877086,-0.1734642,0.6936811,-6.796731,-0.9557956,1.93588,-6.397459,-1.166248,1.532449,-6.914347,-1.222202,0.6699815,-6.841925,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,123.3895414,122.657066,131.6636271,145.0197472,-0.0701472,-0.0938468,1.751725887,0,1
103,12182024021019056,-0.804084,2.874723,-6.594852,-0.8003768,2.763335,-6.556437,-0.7895393,2.419295,-6.455428,-0.7733136,1.945244,-6.327964,-0.8003768,2.763335,-6.556437,-0.8003768,2.763335,-6.556437,-0.7733136,1.945244,-6.327964,-0.7733136,1.945244,-6.327964,-0.4534051,2.671149,-6.568906,-0.3692221,2.203526,-6.550633,-0.5314059,1.886734,-6.766756,-0.6048565,1.82671,-6.815984,-0.5314059,1.886734,-6.766756,-1.129212,2.666921,-6.59136,-1.210444,2.233258,-6.582831,-1.128702,1.88899,-6.750365,-1.050725,1.831567,-6.821162,-1.128702,1.88899,-6.750365,-0.5995355,1.943648,-6.382246,-0.3087419,1.554109,-6.879949,-0.2051968,0.7256415,-6.672674,-0.9558378,1.936208,-6.396563,-1.164266,1.536244,-6.914324,-1.209701,0.7046663,-6.713037,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,114.6558326,113.8466569,131.2489127,144.8316853,-0.0381868,-0.059162,1.738647712,0,1
104,12182024021019381,-0.8032269,2.87473,-6.59046,-0.7996945,2.763183,-6.552297,-0.789294,2.418962,-6.452207,-0.7736157,1.945173,-6.327911,-0.7996945,2.763183,-6.552297,-0.7996945,2.763183,-6.552297,-0.7736157,1.945173,-6.327911,-0.7736157,1.945173,-6.327911,-0.4539502,2.671856,-6.567656,-0.3693292,2.20306,-6.550501,-0.5295144,1.889674,-6.764576,-0.598021,1.831473,-6.810171,-0.5295144,1.889674,-6.764576,-1.128806,2.668252,-6.588144,-1.210421,2.233699,-6.581134,-1.126652,1.88785,-6.751706,-1.046021,1.827712,-6.823954,-1.126652,1.88785,-6.751706,-0.6002412,1.94333,-6.382556,-0.3115697,1.552797,-6.883177,-0.1596444,0.6944783,-6.796561,-0.9558821,1.936486,-6.396019,-1.165787,1.536359,-6.915513,-1.251548,0.6734663,-6.837894,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,123.3301671,122.5996481,131.3329063,144.608614,-0.06935,-0.090362,1.755218202,0,1
105,12182024021019724,-0.8026505,2.874856,-6.58804,-0.7992242,2.763188,-6.549989,-0.7890908,2.418776,-6.450348,-0.7738185,1.945073,-6.327904,-0.7992242,2.763188,-6.549989,-0.7992242,2.763188,-6.549989,-0.7738185,1.945073,-6.327904,-0.7738185,1.945073,-6.327904,-0.4543302,2.672366,-6.566497,-0.3693922,2.202815,-6.550305,-0.5296544,1.889998,-6.763764,-0.6002402,1.829563,-6.811369,-0.5296544,1.889998,-6.763764,-1.128637,2.668939,-6.586084,-1.210244,2.233569,-6.579812,-1.124451,1.886314,-6.752303,-1.043321,1.825926,-6.824994,-1.124451,1.886314,-6.752303,-0.6007727,1.94302,-6.382886,-0.3138671,1.546678,-6.889562,-0.1750638,0.679778,-6.833151,-0.9558563,1.936607,-6.395687,-1.166143,1.531285,-6.920286,-1.238475,0.6605721,-6.871486,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,124.9330609,124.2501896,131.3904433,144.4337811,-0.0840503,-0.1032562,1.76569405,0,1
106,12182024021020041,-0.8023411,2.878257,-6.591999,-0.7989165,2.765123,-6.551648,-0.7889191,2.418801,-6.449412,-0.7739247,1.944952,-6.327822,-0.7989165,2.765123,-6.551648,-0.7989165,2.765123,-6.551648,-0.7739247,1.944952,-6.327822,-0.7739247,1.944952,-6.327822,-0.4545831,2.672777,-6.565322,-0.3694828,2.202549,-6.549937,-0.5305465,1.889634,-6.763332,-0.6019905,1.826828,-6.812119,-0.5305465,1.889634,-6.763332,-1.128683,2.669158,-6.584494,-1.209965,2.232834,-6.578554,-1.121679,1.884382,-6.752884,-1.041755,1.825724,-6.825404,-1.121679,1.884382,-6.752884,-0.6010359,1.942812,-6.38303,-0.316624,1.547277,-6.891177,-0.1905369,0.7050596,-6.739472,-0.9556938,1.93663,-6.395206,-1.166296,1.532468,-6.920346,-1.235044,0.6868544,-6.775331,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,118.6439564,117.9052847,131.407227,144.2010116,-0.0587687,-0.0769739,1.750466445,0,1
107,12182024021020363,-0.8029954,2.884459,-6.60188,-0.7993284,2.770135,-6.55919,-0.7889397,2.419959,-6.450388,-0.7740832,1.944841,-6.327511,-0.7993284,2.770135,-6.55919,-0.7993284,2.770135,-6.55919,-0.7740832,1.944841,-6.327511,-0.7740832,1.944841,-6.327511,-0.4547486,2.673108,-6.564291,-0.3696797,2.201919,-6.549593,-0.5496812,1.864139,-6.777503,-0.6073757,1.786539,-6.826058,-0.5496812,1.864139,-6.777503,-1.128803,2.66917,-6.583207,-1.209754,2.232098,-6.577341,-1.115531,1.873962,-6.758357,-1.04581,1.808775,-6.826593,-1.115531,1.873962,-6.758357,-0.6012335,1.942659,-6.38303,-0.3197792,1.548876,-6.892215,-0.1910381,0.7028861,-6.757301,-0.9556307,1.936718,-6.394386,-1.166951,1.534672,-6.919361,-1.238035,0.6853321,-6.79085,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,0,0,1,1,119.6065491,118.8844779,131.1774672,143.7866811,-0.0609422,-0.0784962,1.750391681,0,1
108,12182024021035734,-0.6325663,3.148661,-3.128845,-0.6288471,3.027874,-3.086986,-0.6193029,2.65277,-2.973948,-0.6071336,2.135204,-2.836104,-0.6288471,3.027874,-3.086986,-0.6288471,3.027874,-3.086986,-0.6071336,2.135204,-2.836104,-0.6071336,2.135204,-2.836104,-0.2737918,2.933164,-3.087537,-0.1451024,2.439824,-2.934456,-0.1105752,1.942101,-2.974436,-0.1355347,1.789281,-2.985739,-0.1105752,1.942101,-2.974436,-0.9704686,2.944207,-3.11151,-1.188269,2.597781,-2.97968,-0.9387335,2.367325,-3.231949,-0.846437,2.30807,-3.217163,-0.9387335,2.367325,-3.231949,-0.4722818,2.13228,-2.891712,-0.3467371,1.408109,-2.633868,-0.3286074,0.7005401,-2.266954,-0.7482376,2.129369,-2.902587,-0.833105,1.40298,-2.653034,-0.8299267,0.6952534,-2.28671,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,1,0,0,1,168.8666544,169.3662024,156.245521,87.55193504,-0.0632882,-0.0685749,1.725745686,0,1
109,12182024021036714,-0.7788346,2.917224,-6.496789,-0.7752206,2.795426,-6.457158,-0.7648969,2.417292,-6.350809,-0.7509991,1.895582,-6.221512,-0.7752206,2.795426,-6.457158,-0.7752206,2.795426,-6.457158,-0.7509991,1.895582,-6.221512,-0.7509991,1.895582,-6.221512,-0.4245975,2.695905,-6.461973,-0.3068132,2.1978,-6.321803,-0.2814623,1.704804,-6.376761,-0.3147904,1.552454,-6.398035,-0.2814623,1.704804,-6.376761,-1.11973,2.708807,-6.492867,-1.224001,2.246077,-6.448631,-1.117901,1.94988,-6.711299,-1.035406,1.828366,-6.859416,-1.117901,1.94988,-6.711299,-0.6176946,1.893708,-6.280936,-0.4638439,1.162682,-6.039646,-0.427523,0.4642265,-5.68327,-0.8911632,1.888625,-6.284497,-0.9987486,1.15274,-6.046611,-1.00164,0.4535555,-5.690745,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,1,0,0,1,167.737456,168.1266185,156.0234359,125.8586024,-0.2996018,-0.3102728,1.719193229,0,1
110,12182024021037042,-0.7752253,2.918642,-6.490358,-0.7713688,2.796657,-6.451097,-0.7601934,2.417918,-6.345966,-0.7447675,1.895178,-6.218657,-0.7713688,2.796657,-6.451097,-0.7713688,2.796657,-6.451097,-0.7447675,1.895178,-6.218657,-0.7447675,1.895178,-6.218657,-0.4202471,2.696698,-6.45503,-0.3043171,2.197196,-6.316411,-0.2820411,1.706757,-6.370475,-0.3135836,1.554069,-6.3856,-0.2820411,1.706757,-6.370475,-1.116593,2.708174,-6.48901,-1.236582,2.25322,-6.424544,-1.122743,1.925921,-6.62185,-1.014325,1.779752,-6.679488,-1.122743,1.925921,-6.62185,-0.6109008,1.894126,-6.278667,-0.4508755,1.162572,-6.038707,-0.4071313,0.4678248,-5.684676,-0.8856555,1.887581,-6.281291,-0.9949983,1.149611,-6.043902,-1.000549,0.4536896,-5.690343,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,1,0,0,1,167.7734968,168.1538039,156.2085058,130.3160405,-0.2960035,-0.3101387,1.717858534,0,1
111,12182024021037378,-0.7755939,2.920652,-6.490808,-0.7713003,2.798284,-6.451125,-0.7591541,2.418518,-6.34548,-0.7430914,1.894588,-6.218944,-0.7713003,2.798284,-6.451125,-0.7713003,2.798284,-6.451125,-0.7430914,1.894588,-6.218944,-0.7430914,1.894588,-6.218944,-0.4231139,2.695309,-6.464708,-0.3022414,2.197213,-6.320268,-0.282454,1.706955,-6.370717,-0.3148907,1.554008,-6.390782,-0.282454,1.706955,-6.370717,-1.117353,2.706594,-6.488268,-1.239397,2.247083,-6.398228,-1.123275,1.798822,-6.479645,-1.065256,1.650077,-6.478302,-1.123275,1.798822,-6.479645,-0.608519,1.894167,-6.280033,-0.4478931,1.163792,-6.04175,-0.399645,0.4704077,-5.687941,-0.8848902,1.886408,-6.281017,-0.9929992,1.148489,-6.043693,-0.9997184,0.4535617,-5.69008,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,1,0,0,1,167.8734469,168.2345332,155.6530059,144.1806749,-0.2934206,-0.3102666,1.717402747,0,1
112,12182024021037713,-0.7834436,2.921395,-6.504888,-0.7796648,2.798679,-6.464246,-0.7691226,2.41748,-6.356267,-0.7569391,1.890824,-6.228362,-0.7796648,2.798679,-6.464246,-0.7796648,2.798679,-6.464246,-0.7569391,1.890824,-6.228362,-0.7569391,1.890824,-6.228362,-0.4303056,2.691256,-6.483598,-0.3026052,2.194824,-6.337007,-0.2876078,1.701957,-6.385416,-0.32033,1.549361,-6.403993,-0.2876078,1.701957,-6.385416,-1.124497,2.70191,-6.493875,-1.250733,2.210721,-6.375523,-1.208827,1.735917,-6.404662,-1.1971,1.575273,-6.404549,-1.208827,1.735917,-6.404662,-0.6208656,1.889595,-6.291195,-0.4882365,1.162039,-6.056474,-0.4453002,0.4659244,-5.694714,-0.9000332,1.88343,-6.28891,-0.9917353,1.150919,-6.052352,-0.9993652,0.4536879,-5.690178,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,1,0,0,1,168.3592878,168.6123581,155.0457676,154.5075584,-0.2979039,-0.3101404,1.716479023,0,1
113,12182024021038039,-0.7916032,2.920272,-6.519837,-0.7887442,2.797326,-6.478528,-0.7806491,2.415232,-6.368258,-0.7719609,1.886822,-6.237329,-0.7887442,2.797326,-6.478528,-0.7887442,2.797326,-6.478528,-0.7719609,1.886822,-6.237329,-0.7719609,1.886822,-6.237329,-0.4388577,2.686515,-6.502326,-0.306569,2.191584,-6.354291,-0.2930121,1.696612,-6.397053,-0.327834,1.544307,-6.415277,-0.2930121,1.696612,-6.397053,-1.133371,2.696801,-6.504009,-1.263102,2.193849,-6.371564,-1.242179,1.72528,-6.39858,-1.212596,1.564729,-6.39356,-1.242179,1.72528,-6.39858,-0.6353112,1.884056,-6.30129,-0.5265341,1.155284,-6.065485,-0.4913329,0.4591827,-5.698743,-0.9150556,1.881003,-6.296719,-0.9934554,1.150187,-6.057856,-0.9992666,0.4536386,-5.690444,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,1,1,0,0,1,168.7463285,168.9047688,155.1223837,155.6178194,-0.3046456,-0.3101897,1.715418113,0,1
