GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,BubbleGen1_X,BubbleGen1_Y,BubbleGen1_Z,BubbleGen2_X,BubbleGen2_Y,BubbleGen2_Z,BubbleGen3_X,BubbleGen3_Y,BubbleGen3_Z,BubbleGen6_X,BubbleGen6_Y,BubbleGen6_Z,BubbleGen7_X,BubbleGen7_Y,BubbleGen7_Z,BubbleGen8_X,BubbleGen8_Y,BubbleGen8_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_2,Temporal_2,Spatial_1,RightKneeAngle,LeftKneeAngle,RightElbowAngle,LeftElbowAngle,RightFootDistanceFromFloor,LeftFootDistanceFromFloor,Total_reach,Temporal_1
124,12182024013940277,-0.8318316,3.490243,-5.95312,-0.8343035,3.348655,-5.926954,-0.8401865,2.908543,-5.866316,-0.8450432,2.300169,-5.806278,-0.8343035,3.348655,-5.926954,-0.8343035,3.348655,-5.926954,-0.8450432,2.300169,-5.806278,-0.8450432,2.300169,-5.806278,-0.5139472,3.320573,-5.912367,-0.3674514,2.795047,-5.873518,-0.5083362,2.460197,-6.132302,-0.5756258,2.36654,-6.225863,-0.5083362,2.460197,-6.132302,-1.172212,3.266339,-5.930768,-1.282078,2.803794,-5.933995,-1.077263,2.471473,-6.139166,-0.9870969,2.41167,-6.158283,-1.077263,2.471473,-6.139166,-0.6855152,2.310297,-5.870468,-0.4134626,2.034406,-6.362174,-0.3786882,1.09793,-6.16366,-0.9996052,2.305341,-5.88462,-1.224533,2.02161,-6.398716,-1.284028,1.083647,-6.20445,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,106.4898221,107.3182117,126.5499676,128.9747904,0.3341017,0.3198187,1.761876001,0
125,12182024013940589,-0.8318094,3.486313,-5.958139,-0.8339163,3.345283,-5.930855,-0.8391466,2.906703,-5.867953,-0.8435202,2.299403,-5.806833,-0.8339163,3.345283,-5.930855,-0.8339163,3.345283,-5.930855,-0.8435202,2.299403,-5.806833,-0.8435202,2.299403,-5.806833,-0.5128,3.317964,-5.913168,-0.3677613,2.793704,-5.872915,-0.5110083,2.457649,-6.136434,-0.575119,2.365324,-6.226532,-0.5110083,2.457649,-6.136434,-1.171031,3.265514,-5.932095,-1.282781,2.801947,-5.937918,-1.060371,2.438151,-6.163535,-0.9801346,2.412562,-6.156564,-1.060371,2.438151,-6.163535,-0.6835889,2.309381,-5.871042,-0.3663787,2.053604,-6.413539,-0.0298512,1.569101,-6.994428,-0.9985527,2.30473,-5.885069,-1.263938,2.040349,-6.45351,-1.547906,1.546682,-7.062032,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,166.3270376,166.5306417,126.1110599,129.1049714,0.8052727,0.7828537,1.687962371,0
126,12182024013940940,-0.8419544,3.457817,-5.985658,-0.843742,3.318409,-5.954915,-0.8483034,2.885414,-5.881968,-0.8529889,2.285326,-5.810372,-0.843742,3.318409,-5.954915,-0.843742,3.318409,-5.954915,-0.8529889,2.285326,-5.810372,-0.8529889,2.285326,-5.810372,-0.5168856,3.300784,-5.929485,-0.3684958,2.78947,-5.874593,-0.5159107,2.458375,-6.143723,-0.574025,2.364357,-6.226327,-0.5159107,2.458375,-6.143723,-1.181226,3.247893,-5.952063,-1.295252,2.792584,-5.9408,-1.047284,2.474802,-6.171088,-0.966165,2.430937,-6.15645,-1.047284,2.474802,-6.171088,-0.6910251,2.296307,-5.874336,-0.3321328,2.149122,-6.517256,-0.03865337,1.597641,-6.981178,-1.009482,2.290482,-5.888597,-1.305647,2.131317,-6.56085,-1.556573,1.569879,-7.04915,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,146.0655982,146.4569904,123.2975752,121.4810212,0.8338127,0.8060507,1.711923989,0
127,12182024013941252,-0.8494589,3.451032,-5.993609,-0.8500404,3.311479,-5.962273,-0.8524153,2.878702,-5.887032,-0.8557948,2.280419,-5.812037,-0.8500404,3.311479,-5.962273,-0.8500404,3.311479,-5.962273,-0.8557948,2.280419,-5.812037,-0.8557948,2.280419,-5.812037,-0.5222764,3.29474,-5.936209,-0.3746718,2.784214,-5.881507,-0.5265374,2.439654,-6.159499,-0.5802285,2.358591,-6.23282,-0.5265374,2.439654,-6.159499,-1.190192,3.239973,-5.960332,-1.303543,2.783792,-5.945278,-1.051986,2.443781,-6.188523,-0.9831145,2.372789,-6.179492,-1.051986,2.443781,-6.188523,-0.6931807,2.291871,-5.876473,-0.4145505,2.022176,-6.366381,-0.3809786,1.095701,-6.166564,-1.01272,2.285332,-5.889916,-1.246006,2.00516,-6.40136,-1.297358,1.076947,-6.205115,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,105.7989048,106.7186295,123.5749833,122.3938076,0.3318727,0.3131187,1.753463937,0
128,12182024013941605,-0.8664538,3.445942,-6.000831,-0.8633742,3.306659,-5.969196,-0.8573158,2.87452,-5.891789,-0.8554568,2.277467,-5.813877,-0.8633742,3.306659,-5.969196,-0.8633742,3.306659,-5.969196,-0.8554568,2.277467,-5.813877,-0.8554568,2.277467,-5.813877,-0.5331504,3.289942,-5.942675,-0.382731,2.77825,-5.88889,-0.5301604,2.436701,-6.162061,-0.5888025,2.34307,-6.245274,-0.5301604,2.436701,-6.162061,-1.207367,3.227606,-5.965331,-1.310232,2.770728,-5.952037,-1.069777,2.442722,-6.185884,-1.004204,2.373162,-6.190915,-1.069777,2.442722,-6.185884,-0.6918864,2.290015,-5.879847,-0.4719547,2.003399,-6.325068,-0.4278,1.05496,-5.982877,-1.01303,2.281655,-5.890774,-1.196396,1.984541,-6.349717,-1.250401,1.033547,-6.010866,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,102.9012217,103.5854157,123.8750535,123.7202555,0.2911317,0.2697187,1.763040669,0
129,12182024013941934,-0.8712276,3.443451,-5.993984,-0.8670663,3.304492,-5.964404,-0.8579343,2.873039,-5.891146,-0.8506134,2.276932,-5.813742,-0.8670663,3.304492,-5.964404,-0.8670663,3.304492,-5.964404,-0.8506134,2.276932,-5.813742,-0.8506134,2.276932,-5.813742,-0.5357415,3.288449,-5.936065,-0.38149,2.77607,-5.883524,-0.5241338,2.441192,-6.152603,-0.5874057,2.34025,-6.246038,-0.5241338,2.441192,-6.152603,-1.206713,3.226096,-5.955691,-1.310546,2.765241,-5.951803,-1.066804,2.43942,-6.182358,-1.000541,2.362879,-6.197184,-1.066804,2.43942,-6.182358,-0.6869125,2.290492,-5.880489,-0.4752748,2.012565,-6.32314,-0.3797045,1.079214,-6.015666,-1.008613,2.280084,-5.889806,-1.184696,1.989612,-6.343685,-1.268648,1.050453,-6.04141,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,104.9392219,105.5397316,123.8154529,124.1256898,0.3153857,0.2866247,1.732463135,0
130,12182024013942256,-0.8704979,3.444738,-5.982131,-0.866128,3.305626,-5.954333,-0.8549147,2.873907,-5.886235,-0.8414479,2.278575,-5.812577,-0.866128,3.305626,-5.954333,-0.866128,3.305626,-5.954333,-0.8414479,2.278575,-5.812577,-0.8414479,2.278575,-5.812577,-0.5339969,3.289525,-5.924365,-0.3777772,2.774305,-5.874173,-0.5193698,2.444199,-6.146843,-0.5787024,2.34439,-6.241265,-0.5193698,2.444199,-6.146843,-1.196877,3.232423,-5.942749,-1.307958,2.760467,-5.9508,-1.070521,2.437094,-6.173349,-0.9908031,2.373554,-6.181314,-1.070521,2.437094,-6.173349,-0.6778672,2.292774,-5.879488,-0.4480852,2.025129,-6.339457,-0.1548803,1.283099,-6.71043,-1.000093,2.280893,-5.888385,-1.189745,1.997782,-6.359933,-1.421684,1.236389,-6.745406,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,148.8749088,149.0629688,123.4114506,125.1359572,0.5192707,0.4725607,1.641996891,0
131,12182024013942581,-0.8696641,3.43671,-6.00354,-0.8673756,3.298786,-5.970331,-0.8579891,2.870102,-5.891975,-0.8444523,2.276402,-5.813811,-0.8673756,3.298786,-5.970331,-0.8673756,3.298786,-5.970331,-0.8444523,2.276402,-5.813811,-0.8444523,2.276402,-5.813811,-0.5391259,3.287983,-5.949266,-0.3786287,2.772249,-5.88374,-0.5209105,2.443878,-6.146152,-0.5871668,2.349415,-6.235041,-0.5209105,2.443878,-6.146152,-1.201995,3.226903,-5.956374,-1.308538,2.757752,-5.9505,-1.009421,2.443563,-6.189595,-0.9572691,2.438097,-6.158501,-1.009421,2.443563,-6.189595,-0.6791732,2.291513,-5.879963,-0.4422786,2.12863,-6.588934,-0.3437144,1.716187,-7.248502,-1.004979,2.277778,-5.890339,-1.184527,2.097339,-6.612573,-1.215741,1.679424,-7.276273,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,158.4989102,158.7870375,122.3846939,118.6129206,0.9523587,0.9155957,1.728555914,0
132,12182024013942932,-0.8720923,3.438903,-6.009432,-0.8689954,3.299915,-5.976721,-0.8579757,2.870722,-5.897036,-0.8371528,2.279281,-5.817663,-0.8689954,3.299915,-5.976721,-0.8689954,3.299915,-5.976721,-0.8371528,2.279281,-5.817663,-0.8371528,2.279281,-5.817663,-0.5384891,3.293151,-5.949896,-0.3780581,2.77314,-5.888005,-0.5189754,2.443822,-6.153839,-0.5842241,2.349824,-6.242105,-0.5189754,2.443822,-6.153839,-1.208218,3.222254,-5.967122,-1.306236,2.75782,-5.958802,-1.00249,2.472231,-6.197903,-0.9112625,2.437392,-6.168317,-1.00249,2.472231,-6.197903,-0.6713027,2.296338,-5.88128,-0.5221345,1.997814,-6.507621,-0.3764876,1.288926,-6.940363,-0.998204,2.278506,-5.896881,-1.057958,1.968586,-6.533193,-1.100655,1.249424,-6.974923,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,147.4439108,147.5480163,122.756065,116.2387604,0.5250977,0.4855957,1.734842318,0
133,12182024013943255,-0.8730143,3.44125,-6.009645,-0.8692095,3.301922,-5.977479,-0.8557078,2.872744,-5.898458,-0.8297135,2.281976,-5.819801,-0.8692095,3.301922,-5.977479,-0.8692095,3.301922,-5.977479,-0.8297135,2.281976,-5.819801,-0.8297135,2.281976,-5.819801,-0.537774,3.295511,-5.946431,-0.3766633,2.77426,-5.883178,-0.5145378,2.446553,-6.150025,-0.5793344,2.348358,-6.242912,-0.5145378,2.446553,-6.150025,-1.210691,3.220783,-5.971625,-1.305074,2.758219,-5.962944,-1.081876,2.415095,-6.186957,-1.037236,2.395186,-6.213433,-1.081876,2.415095,-6.186957,-0.6636249,2.300677,-5.880964,-0.4959256,2.154445,-6.594392,-0.3502044,1.799706,-7.257318,-0.9911367,2.279395,-5.901365,-1.04702,2.118635,-6.628721,-1.069502,1.752966,-7.302124,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,163.6724833,163.7725155,122.6510507,128.0198119,1.0358777,0.9891377,1.694490822,0
134,12182024013943578,-0.8647382,3.453612,-5.993471,-0.8606927,3.313141,-5.964636,-0.8469193,2.879729,-5.893685,-0.821539,2.285277,-5.8197,-0.8606927,3.313141,-5.964636,-0.8606927,3.313141,-5.964636,-0.821539,2.285277,-5.8197,-0.821539,2.285277,-5.8197,-0.5290329,3.298604,-5.925768,-0.3704858,2.775689,-5.865828,-0.498136,2.448321,-6.139227,-0.5624965,2.351137,-6.240312,-0.498136,2.448321,-6.139227,-1.211554,3.220314,-5.974136,-1.302007,2.760404,-5.964667,-1.007843,2.474082,-6.19104,-0.9104941,2.453354,-6.161845,-1.007843,2.474082,-6.19104,-0.6554196,2.304744,-5.878116,-0.4531156,2.015102,-6.459893,-0.2555418,1.205048,-6.651814,-0.9829024,2.281971,-5.903556,-1.05353,1.973349,-6.506536,-1.132528,1.144061,-6.719943,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,131.5477754,131.7784163,123.3550034,117.9272747,0.4412197,0.3802327,1.7228683,0
135,12182024013943902,-0.8544354,3.463595,-5.981017,-0.8503935,3.32279,-5.953395,-0.8367254,2.886902,-5.886942,-0.8140459,2.28807,-5.817503,-0.8503935,3.32279,-5.953395,-0.8503935,3.32279,-5.953395,-0.8140459,2.28807,-5.817503,-0.8140459,2.28807,-5.817503,-0.5184169,3.297739,-5.908834,-0.3664347,2.776607,-5.852856,-0.4893796,2.444548,-6.129773,-0.553092,2.349236,-6.237833,-0.4893796,2.444548,-6.129773,-1.207286,3.223743,-5.974351,-1.298083,2.764761,-5.965281,-1.012747,2.487814,-6.185685,-0.9384384,2.439268,-6.170326,-1.012747,2.487814,-6.185685,-0.6494507,2.307024,-5.874863,-0.39384,2.037144,-6.406354,-0.1453571,1.262362,-6.353287,-0.9741727,2.285255,-5.902256,-1.100898,1.989743,-6.466,-1.27984,1.186307,-6.448989,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,1,0,0,117.5265809,117.9593935,124.4761324,117.7943647,0.4985337,0.4224787,1.653487099,0
136,12182024013944229,-0.8405307,3.465272,-5.980164,-0.8386126,3.325493,-5.95085,-0.829587,2.890393,-5.883092,-0.8105035,2.291105,-5.813443,-0.8386126,3.325493,-5.95085,-0.8386126,3.325493,-5.95085,-0.8105035,2.291105,-5.813443,-0.8105035,2.291105,-5.813443,-0.5079336,3.297497,-5.908266,-0.3633168,2.776476,-5.849983,-0.4906686,2.449179,-6.127873,-0.5602275,2.347024,-6.244477,-0.4906686,2.449179,-6.127873,-1.197998,3.230226,-5.971595,-1.291709,2.778388,-5.952431,-1.024372,2.499416,-6.172373,-0.9490032,2.451673,-6.156099,-1.024372,2.499416,-6.172373,-0.6460551,2.309394,-5.872169,-0.46021,2.042224,-6.473032,-0.3493331,1.464074,-6.985971,-0.9706319,2.289915,-5.895688,-1.037585,2.007574,-6.51487,-1.024232,1.423572,-7.034876,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,154.9264324,155.3295521,123.9199539,118.120777,0.7002457,0.6597437,1.645897027,0
137,12182024013944552,-0.8509744,3.44727,-6.008562,-0.8463651,3.311295,-5.973788,-0.8314892,2.886693,-5.89067,-0.8102384,2.293346,-5.812215,-0.8463651,3.311295,-5.973788,-0.8463651,3.311295,-5.973788,-0.8102384,2.293346,-5.812215,-0.8102384,2.293346,-5.812215,-0.5163287,3.292508,-5.933035,-0.3628458,2.778211,-5.850501,-0.4812315,2.441316,-6.135985,-0.5622007,2.368998,-6.195622,-0.4812315,2.441316,-6.135985,-1.198799,3.22791,-5.974689,-1.294356,2.779949,-5.948741,-0.9896162,2.548117,-6.16409,-0.9034264,2.505364,-6.145688,-0.9896162,2.548117,-6.16409,-0.6442537,2.311349,-5.871506,-0.5777735,2.194857,-6.613963,-0.5360185,1.849991,-7.308908,-0.9743185,2.292367,-5.893888,-0.920011,2.175176,-6.63717,-0.8345485,1.832823,-7.329151,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,162.4579551,162.5720224,121.9931775,110.064366,1.0861627,1.0689947,1.714461189,0
138,12182024013944918,-0.8651081,3.454783,-6.006237,-0.8555698,3.315723,-5.97393,-0.8322974,2.886752,-5.892692,-0.8045714,2.294649,-5.812176,-0.8555698,3.315723,-5.97393,-0.8555698,3.315723,-5.97393,-0.8045714,2.294649,-5.812176,-0.8045714,2.294649,-5.812176,-0.5297268,3.300675,-5.919211,-0.359619,2.812282,-5.806445,-0.4645104,2.498387,-6.10743,-0.5332367,2.394763,-6.156693,-0.4645104,2.498387,-6.10743,-1.200383,3.225481,-5.981079,-1.295926,2.769712,-5.967528,-0.9774315,2.550271,-6.169854,-0.8825945,2.513685,-6.148229,-0.9774315,2.550271,-6.169854,-0.6383992,2.314225,-5.868479,-0.5899452,1.993059,-6.527852,-0.4791403,1.313691,-6.985227,-0.9661539,2.290713,-5.89899,-0.8443505,1.974809,-6.551535,-0.7867435,1.291624,-7.013862,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,149.8237043,149.6357197,115.3870271,109.1902066,0.5498627,0.5277957,1.745546084,0
139,12182024013945259,-0.8696822,3.451571,-6.010624,-0.859371,3.313553,-5.977437,-0.8315917,2.885408,-5.894663,-0.7961227,2.294051,-5.811557,-0.859371,3.313553,-5.977437,-0.859371,3.313553,-5.977437,-0.7961227,2.294051,-5.811557,-0.7961227,2.294051,-5.811557,-0.5333582,3.303224,-5.909705,-0.3538296,2.823711,-5.766565,-0.4081612,2.488421,-6.041013,-0.5014286,2.406155,-6.123221,-0.4081612,2.488421,-6.041013,-1.197386,3.221804,-5.997274,-1.297281,2.757014,-5.993805,-0.9538128,2.547871,-6.172071,-0.8635774,2.513059,-6.147965,-0.9538128,2.547871,-6.172071,-0.6295137,2.314537,-5.860835,-0.4907818,2.085476,-6.564694,-0.2501858,1.510044,-7.01117,-0.9565125,2.287827,-5.905239,-0.854344,2.05578,-6.614063,-0.8758005,1.458943,-7.096123,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,146.0986032,145.8227029,118.7695348,107.3259022,0.7462157,0.6951147,1.7061547,0
140,12182024013945577,-0.8491774,3.458647,-6.006445,-0.8421655,3.31934,-5.973726,-0.8193303,2.88812,-5.892233,-0.7849707,2.2945,-5.807264,-0.8421655,3.31934,-5.973726,-0.8421655,3.31934,-5.973726,-0.7849707,2.2945,-5.807264,-0.7849707,2.2945,-5.807264,-0.510011,3.303203,-5.8971,-0.3439227,2.82018,-5.753294,-0.4034158,2.468938,-6.051056,-0.4860522,2.405848,-6.125515,-0.4034158,2.468938,-6.051056,-1.191156,3.222066,-6.001582,-1.288427,2.758627,-5.999228,-0.9602781,2.524547,-6.171331,-0.8582841,2.500454,-6.145407,-0.9602781,2.524547,-6.171331,-0.6203344,2.313787,-5.854324,-0.3982243,2.045606,-6.408844,-0.2526646,1.1267,-6.137247,-0.9450971,2.289899,-5.902405,-0.9401873,2.005743,-6.48908,-1.014567,1.07066,-6.250044,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,101.6506905,101.4351103,118.3406353,111.5269998,0.3628717,0.3068317,1.806215984,0
141,12182024013945892,-0.8109157,3.457339,-6.019091,-0.8083277,3.319016,-5.981936,-0.7956549,2.889333,-5.891699,-0.7691522,2.294853,-5.799836,-0.8083277,3.319016,-5.981936,-0.8083277,3.319016,-5.981936,-0.7691522,2.294853,-5.799836,-0.7691522,2.294853,-5.799836,-0.4736515,3.295351,-5.916074,-0.3209714,2.796582,-5.770975,-0.4179993,2.478588,-6.072735,-0.4907584,2.388224,-6.149619,-0.4179993,2.478588,-6.072735,-1.170867,3.22571,-6.002141,-1.276059,2.771141,-5.984514,-0.9783257,2.497223,-6.168138,-0.8915865,2.470598,-6.1327,-0.9783257,2.497223,-6.168138,-0.6069542,2.312668,-5.849325,-0.268777,2.047533,-6.408469,0.05035216,1.571072,-6.950271,-0.9292449,2.292395,-5.890881,-1.064535,1.997476,-6.511073,-1.173914,1.49406,-7.108126,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,164.9212268,165.1602281,114.2922271,115.6994082,0.8072437,0.7302317,1.672712471,0
142,12182024013946225,-0.7944394,3.435687,-6.04889,-0.7936947,3.298951,-6.007841,-0.7880899,2.874825,-5.905247,-0.7709534,2.286529,-5.799773,-0.7936947,3.298951,-6.007841,-0.7936947,3.298951,-6.007841,-0.7709534,2.286529,-5.799773,-0.7709534,2.286529,-5.799773,-0.461832,3.276362,-5.958281,-0.3124087,2.767482,-5.812604,-0.4346436,2.419436,-6.101119,-0.5060174,2.359626,-6.185332,-0.4346436,2.419436,-6.101119,-1.167136,3.221803,-6.004967,-1.275364,2.772271,-5.974302,-0.9799308,2.472696,-6.178931,-0.8794115,2.434022,-6.144318,-0.9799308,2.472696,-6.178931,-0.6078434,2.303751,-5.853307,-0.2851736,2.03989,-6.464198,-0.07677287,1.366774,-6.85834,-0.9330342,2.284511,-5.887417,-1.079816,1.992875,-6.547549,-1.135318,1.304145,-6.969373,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,144.4220503,144.847609,116.9704776,116.4058903,0.6029457,0.5403167,1.730275175,0
143,12182024013946529,-0.7938452,3.433426,-6.056,-0.7914889,3.295423,-6.015509,-0.7856886,2.869474,-5.911998,-0.7720569,2.281201,-5.80292,-0.7914889,3.295423,-6.015509,-0.7914889,3.295423,-6.015509,-0.7720569,2.281201,-5.80292,-0.7720569,2.281201,-5.80292,-0.460862,3.273948,-5.966557,-0.3119183,2.762745,-5.824051,-0.4449445,2.447993,-6.115261,-0.5115036,2.361879,-6.20288,-0.4449445,2.447993,-6.115261,-1.163953,3.21986,-6.010464,-1.277883,2.772381,-5.974627,-1.004412,2.476376,-6.185766,-0.9123232,2.455161,-6.153525,-1.004412,2.476376,-6.185766,-0.6083319,2.297456,-5.859313,-0.3639265,1.993337,-6.458876,-0.1748826,1.435938,-7.001402,-0.935227,2.280499,-5.888844,-1.028746,1.958852,-6.518932,-1.070126,1.389501,-7.082274,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,160.873491,161.2550918,113.730411,116.4133131,0.6721097,0.6256727,1.700018676,0
144,12182024013946863,-0.8139104,3.43455,-6.031835,-0.8071012,3.295382,-5.99952,-0.7907942,2.865994,-5.912682,-0.7764045,2.276231,-5.807627,-0.8071012,3.295382,-5.99952,-0.8071012,3.295382,-5.99952,-0.7764045,2.276231,-5.807627,-0.7764045,2.276231,-5.807627,-0.4766737,3.277509,-5.92669,-0.3201164,2.775025,-5.799831,-0.4300961,2.459436,-6.090131,-0.5122232,2.382806,-6.173305,-0.4300961,2.459436,-6.090131,-1.169379,3.216648,-6.009953,-1.287073,2.767262,-5.973475,-1.00221,2.483652,-6.184532,-0.8991532,2.471644,-6.157361,-1.00221,2.483652,-6.184532,-0.6104336,2.293974,-5.861613,-0.3433537,2.104076,-6.546928,-0.09847295,1.595286,-7.069301,-0.941375,2.272882,-5.900305,-1.004958,2.061909,-6.62428,-1.072522,1.533206,-7.183183,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,0,0,1,152.8635787,152.9383965,115.8600613,114.0524262,0.8314577,0.7693777,1.718325671,0
