GlobalID,EntryID,Skeleton0_X,Skeleton0_Y,Skeleton0_Z,Skeleton1_X,Skeleton1_Y,Skeleton1_Z,Skeleton2_X,Skeleton2_Y,Skeleton2_Z,Skeleton3_X,Skeleton3_Y,Skeleton3_Z,Skeleton4_X,Skeleton4_Y,Skeleton4_Z,Skeleton5_X,Skeleton5_Y,Skeleton5_Z,Skeleton6_X,Skeleton6_Y,Skeleton6_Z,Skeleton7_X,Skeleton7_Y,Skeleton7_Z,Skeleton8_X,Skeleton8_Y,Skeleton8_Z,Skeleton9_X,Skeleton9_Y,Skeleton9_Z,Skeleton10_X,Skeleton10_Y,Skeleton10_Z,Skeleton11_X,Skeleton11_Y,Skeleton11_Z,Skeleton12_X,Skeleton12_Y,Skeleton12_Z,Skeleton13_X,Skeleton13_Y,Skeleton13_Z,Skeleton14_X,Skeleton14_Y,Skeleton14_Z,Skeleton15_X,Skeleton15_Y,Skeleton15_Z,Skeleton16_X,Skeleton16_Y,Skeleton16_Z,Skeleton17_X,Skeleton17_Y,Skeleton17_Z,Skeleton18_X,Skeleton18_Y,Skeleton18_Z,Skeleton19_X,Skeleton19_Y,Skeleton19_Z,Skeleton20_X,Skeleton20_Y,Skeleton20_Z,Skeleton21_X,Skeleton21_Y,Skeleton21_Z,Skeleton22_X,Skeleton22_Y,Skeleton22_Z,Skeleton23_X,Skeleton23_Y,Skeleton23_Z,BubbleGen1_X,BubbleGen1_Y,BubbleGen1_Z,BubbleGen2_X,BubbleGen2_Y,BubbleGen2_Z,BubbleGen3_X,BubbleGen3_Y,BubbleGen3_Z,BubbleGen6_X,BubbleGen6_Y,BubbleGen6_Z,BubbleGen7_X,BubbleGen7_Y,BubbleGen7_Z,BubbleGen8_X,BubbleGen8_Y,BubbleGen8_Z,Floor_X,Floor_Y,Floor_Z,Spatial,Temporal,Spatial_1,Temporal_1,Spatial_2,Temporal_2,Spatial Conflicts,Temporal Conflicts,RightKneeAngle,LeftKneeAngle,RightElbowAngle,LeftElbowAngle,RightFootDistanceFromFloor,LeftFootDistanceFromFloor,TotalReach,LeftArmLength,RightArmLength,Total_Reach,Bubble_generators,Skeleton_positions,Total_reach
21,10182024015742019,-0.9139025,3.140844,-5.470566,-0.9215328,3.007216,-5.397681,-0.9419,2.594495,-5.195072,-0.9538925,2.045824,-4.938721,-0.9215328,3.007216,-5.397681,-0.9215328,3.007216,-5.397681,-0.9538925,2.045824,-4.938721,-0.9538925,2.045824,-4.938721,-0.6068122,2.833273,-5.199292,-0.5477614,2.423738,-4.967795,-0.5363457,2.00021,-4.795874,-0.5351583,1.881735,-4.728566,-0.5363457,2.00021,-4.795874,-1.257616,2.834667,-5.26292,-1.369057,2.393521,-5.107729,-1.430986,1.920827,-5.037735,-1.454228,1.783531,-5.01022,-1.430986,1.920827,-5.037735,-0.8236341,2.046892,-4.983604,-0.7558079,1.386006,-4.994592,-0.7743608,0.4745173,-4.834444,-1.080282,2.044864,-5.008059,-1.112463,1.383188,-5.028575,-1.086525,0.4720511,-4.864187,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,167.0405562,167.223231,170.6756628,167.6596787,-0.289311,-0.2917772,1.733149677,0.9625866275,0.9313615836,1.733149677,,,1.733149677
22,10182024015742264,-0.8759388,3.076148,-5.317885,-0.8861662,2.944439,-5.261169,-0.9166065,2.540368,-5.097039,-0.9500231,1.985361,-4.87227,-0.8861662,2.944439,-5.261169,-0.8861662,2.944439,-5.261169,-0.9500231,1.985361,-4.87227,-0.9500231,1.985361,-4.87227,-0.5761852,2.750903,-5.012546,-0.5122779,2.342179,-4.782372,-0.5221967,1.959629,-4.693159,-0.525961,1.846502,-4.660827,-0.5221967,1.959629,-4.693159,-1.224714,2.776193,-5.115543,-1.364029,2.341281,-4.978349,-1.439983,1.871522,-4.94223,-1.461863,1.761989,-4.940798,-1.439983,1.871522,-4.94223,-0.8177291,1.980041,-4.911472,-0.7551153,1.305995,-5.04821,-0.864913,0.5536356,-4.829341,-1.078532,1.992877,-4.946838,-1.112373,1.323579,-5.096655,-1.075039,0.5639777,-4.857835,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,149.3988826,149.4405162,161.353222,165.0307299,-0.2101927,-0.1998506,1.632595621,0.9540716395,0.8663526345,1.632595621,,,1.632595621
23,10182024015742459,-0.8909423,3.033146,-5.141511,-0.8984294,2.900344,-5.104095,-0.9218003,2.496235,-4.999107,-0.9548094,1.945618,-4.836801,-0.8984294,2.900344,-5.104095,-0.8984294,2.900344,-5.104095,-0.9548094,1.945618,-4.836801,-0.9548094,1.945618,-4.836801,-0.5834706,2.706338,-4.84551,-0.5017388,2.290718,-4.642045,-0.5098811,1.931865,-4.634377,-0.5187863,1.820863,-4.634754,-0.5098811,1.931865,-4.634377,-1.239502,2.72831,-4.960631,-1.383371,2.286714,-4.856128,-1.454428,1.843001,-4.877079,-1.46953,1.7459,-4.892186,-1.454428,1.843001,-4.877079,-0.8208148,1.938018,-4.872487,-0.7338004,1.273178,-5.07083,-0.87535,0.5626566,-4.837513,-1.084877,1.956534,-4.914925,-1.121858,1.300387,-5.133195,-1.07697,0.5767934,-4.869916,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,141.0324894,141.0967841,152.7898842,162.2635521,-0.2011717,-0.1870349,1.615915297,0.92590744,0.8289400971,1.615915297,,,1.615915297
24,10182024015742644,-0.9294652,2.938116,-4.870946,-0.9326196,2.815133,-4.862685,-0.9418113,2.440392,-4.853993,-0.9584658,1.927846,-4.814973,-0.9326196,2.815133,-4.862685,-0.9326196,2.815133,-4.862685,-0.9584658,1.927846,-4.814973,-0.9584658,1.927846,-4.814973,-0.5936835,2.687667,-4.749659,-0.4994857,2.26424,-4.569288,-0.5034035,1.916269,-4.602123,-0.5149088,1.807288,-4.626943,-0.5034035,1.916269,-4.602123,-1.258117,2.707133,-4.864487,-1.400021,2.25829,-4.789335,-1.460482,1.834468,-4.843596,-1.473845,1.740746,-4.868458,-1.460482,1.834468,-4.843596,-0.8231738,1.919631,-4.849102,-0.6966456,1.275027,-5.118631,-0.8243805,0.5761371,-4.926491,-1.089815,1.939767,-4.894725,-1.131941,1.3079,-5.193111,-1.100677,0.5970023,-4.973765,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,137.0579944,137.1924746,149.2005848,161.1927105,-0.1876912,-0.166826,1.598797629,0.9082396049,0.8193230634,1.598797629,,,1.598797629
25,10182024015742798,-0.9393291,2.909755,-4.775069,-0.9412276,2.789375,-4.775769,-0.9472239,2.42117,-4.792145,-0.9598642,1.918347,-4.797103,-0.9412276,2.789375,-4.775769,-0.9412276,2.789375,-4.775769,-0.9598642,1.918347,-4.797103,-0.9598642,1.918347,-4.797103,-0.5995605,2.675964,-4.685873,-0.4970413,2.246544,-4.521456,-0.4985044,1.900119,-4.582623,-0.5127519,1.79738,-4.627435,-0.4985044,1.900119,-4.582623,-1.271842,2.693387,-4.78451,-1.410046,2.237984,-4.740082,-1.46424,1.83178,-4.819764,-1.4749,1.741149,-4.854901,-1.46424,1.83178,-4.819764,-0.8233963,1.909192,-4.8307,-0.6379622,1.35573,-5.242424,-0.6696453,0.6273224,-5.324218,-1.092133,1.931352,-4.87758,-1.139937,1.397122,-5.329992,-1.120472,0.6644974,-5.402863,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,145.3182327,145.0189131,146.7229313,161.2316788,-0.1365059,-0.0993309,1.593556055,0.8954592841,0.822896659,1.593556055,,,1.593556055
26,10182024015743066,-0.9445655,2.890969,-4.695534,-0.9449092,2.773101,-4.700866,-0.9451202,2.412511,-4.725135,-0.9468897,1.918576,-4.756266,-0.9449092,2.773101,-4.700866,-0.9449092,2.773101,-4.700866,-0.9468897,1.918576,-4.756266,-0.9468897,1.918576,-4.756266,-0.6029997,2.666365,-4.632823,-0.4920579,2.231254,-4.482599,-0.4924596,1.884748,-4.572507,-0.5107533,1.79172,-4.632569,-0.4924596,1.884748,-4.572507,-1.279001,2.684419,-4.695316,-1.412544,2.223139,-4.691645,-1.4645,1.840068,-4.802693,-1.474348,1.744747,-4.850617,-1.4645,1.840068,-4.802693,-0.8057676,1.90632,-4.795979,-0.5898464,1.709026,-5.447646,-0.584066,1.132726,-5.785847,-1.084628,1.935376,-4.829412,-1.126233,1.764916,-5.511952,-1.061221,1.182444,-5.843052,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,0,0,1,0,134.6328595,132.8416269,144.05057,161.5549724,0.3688977,0.4186157,1.53473822,0.8824478029,0.8314748382,1.53473822,,,1.53473822
27,10182024015743288,-0.9464644,2.881141,-4.637938,-0.943103,2.764169,-4.643802,-0.92411,2.411249,-4.671082,-0.8713158,1.932783,-4.701708,-0.943103,2.764169,-4.643802,-0.943103,2.764169,-4.643802,-0.8713158,1.932783,-4.701708,-0.8713158,1.932783,-4.701708,-0.6065457,2.660695,-4.592417,-0.4814797,2.221069,-4.458798,-0.4839388,1.875919,-4.57134,-0.5079702,1.789232,-4.639238,-0.4839388,1.875919,-4.57134,-1.282611,2.676285,-4.632763,-1.428587,2.230283,-4.635151,-1.464867,1.83316,-4.79541,-1.473643,1.739872,-4.850781,-1.464867,1.83316,-4.79541,-0.7243499,1.930546,-4.743802,-0.4923497,2.034192,-5.475906,-0.3573592,1.457939,-5.821712,-1.015918,1.938879,-4.773897,-1.090721,2.051293,-5.537669,-1.027986,1.477105,-5.890933,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,115.0310393,112.4538342,142.0858913,155.003058,0.6941107,0.7132767,1.614420338,0.8990635337,0.8392431985,1.614420338,,,1.614420338
28,10182024015743434,-0.9469231,2.87705,-4.627092,-0.9406322,2.76118,-4.629408,-0.9128568,2.411531,-4.652496,-0.8486115,1.938785,-4.679609,-0.9406322,2.76118,-4.629408,-0.9406322,2.76118,-4.629408,-0.8486115,1.938785,-4.679609,-0.8486115,1.938785,-4.679609,-0.6098465,2.659318,-4.58697,-0.4744877,2.219344,-4.457146,-0.4803283,1.874168,-4.574175,-0.5077324,1.789486,-4.642946,-0.4803283,1.874168,-4.574175,-1.273361,2.693087,-4.620709,-1.428414,2.2421,-4.644496,-1.464933,1.827346,-4.795224,-1.474742,1.724581,-4.862513,-1.464933,1.827346,-4.795224,-0.7004005,1.939136,-4.721052,-0.4714544,2.087769,-5.453707,-0.3096065,1.520593,-5.781571,-0.9951957,1.941812,-4.752548,-1.076612,2.093263,-5.518361,-1.014196,1.52699,-5.856849,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,111.4528647,108.8882317,141.2060922,158.1879866,0.7567647,0.7631617,1.61130844,0.9202916357,0.8428038248,1.61130844,,,1.61130844
29,10182024015743646,-0.9493315,2.871316,-4.608397,-0.9401208,2.75668,-4.610063,-0.9067578,2.409385,-4.632387,-0.8588324,1.932206,-4.675706,-0.9401208,2.75668,-4.610063,-0.9401208,2.75668,-4.610063,-0.8588324,1.932206,-4.675706,-0.8588324,1.932206,-4.675706,-0.615582,2.655617,-4.574598,-0.4645818,2.216047,-4.453303,-0.4765653,1.872634,-4.580208,-0.5077531,1.78893,-4.647246,-0.4765653,1.872634,-4.580208,-1.277467,2.687189,-4.58447,-1.442296,2.266075,-4.605429,-1.473081,1.824976,-4.781539,-1.47727,1.717444,-4.873737,-1.473081,1.824976,-4.781539,-0.7155224,1.935122,-4.719535,-0.4604277,2.001817,-5.419343,-0.3333499,1.426305,-5.765445,-1.001521,1.932725,-4.746397,-1.111168,1.996363,-5.480462,-1.061768,1.4202,-5.83386,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,117.5283307,115.4989,139.4769875,154.5249368,0.6624767,0.6563717,1.581885014,0.9286608764,0.8466563768,1.581885014,,,1.581885014
30,10182024015743820,-0.9517437,2.870677,-4.593806,-0.9422254,2.756227,-4.597418,-0.9124324,2.409402,-4.627406,-0.8875313,1.928112,-4.691691,-0.9422254,2.756227,-4.597418,-0.9422254,2.756227,-4.597418,-0.8875313,1.928112,-4.691691,-0.8875313,1.928112,-4.691691,-0.6179802,2.653976,-4.565799,-0.4609807,2.214124,-4.448536,-0.4756847,1.873205,-4.583485,-0.5081068,1.788826,-4.650414,-0.4756847,1.873205,-4.583485,-1.283629,2.677633,-4.561979,-1.434278,2.264668,-4.593064,-1.473296,1.819901,-4.790598,-1.47871,1.716465,-4.878102,-1.473296,1.819901,-4.790598,-0.7472304,1.92917,-4.741564,-0.5478486,1.921009,-5.449833,-0.5050638,1.367087,-5.818153,-1.027346,1.930496,-4.757462,-1.128635,1.923759,-5.482796,-1.076863,1.369795,-5.850605,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,0,0,0,0,0,0,0,0,123.949356,122.8915397,138.2473389,155.4440429,0.6032587,0.6059667,1.553896719,0.9289040064,0.8484792515,1.553896719,,,1.553896719
31,10182024015744024,-0.9541,2.873343,-4.58323,-0.945057,2.758828,-4.589296,-0.9192442,2.411027,-4.627334,-0.9016167,1.927869,-4.70277,-0.945057,2.758828,-4.589296,-0.945057,2.758828,-4.589296,-0.9016167,1.927869,-4.70277,-0.9016167,1.927869,-4.70277,-0.6197656,2.652982,-4.558938,-0.4586319,2.212782,-4.444803,-0.4754626,1.874087,-4.585896,-0.5083572,1.788728,-4.65288,-0.4754626,1.874087,-4.585896,-1.287763,2.67162,-4.548239,-1.423179,2.255887,-4.587852,-1.471624,1.811962,-4.800897,-1.481251,1.713804,-4.887831,-1.471624,1.811962,-4.800897,-0.7610607,1.926415,-4.756436,-0.6023885,1.672548,-5.417159,-0.6242725,1.003857,-5.64487,-1.041373,1.932791,-4.765397,-1.127531,1.684493,-5.433946,-1.046977,1.013472,-5.658382,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,128.1586958,127.260403,137.3228169,156.7337235,0.2400287,0.2496437,1.583710579,0.9337995526,0.8497531304,1.583710579,,,1.583710579
32,10182024015744233,-0.9559114,2.880443,-4.577656,-0.9480082,2.765222,-4.586421,-0.9259712,2.414104,-4.63096,-0.9110063,1.928438,-4.712386,-0.9480082,2.765222,-4.586421,-0.9480082,2.765222,-4.586421,-0.9110063,1.928438,-4.712386,-0.9110063,1.928438,-4.712386,-0.6210681,2.652404,-4.553107,-0.4572864,2.211729,-4.442462,-0.4757294,1.874584,-4.588092,-0.5082804,1.788668,-4.654937,-0.4757294,1.874584,-4.588092,-1.291402,2.665583,-4.541349,-1.412869,2.244603,-4.588371,-1.469239,1.804706,-4.807934,-1.482284,1.712745,-4.893811,-1.469239,1.804706,-4.807934,-0.7696368,1.924345,-4.767933,-0.6507059,1.485318,-5.342782,-0.6741111,0.7985177,-5.390612,-1.051199,1.936428,-4.773248,-1.11039,1.505045,-5.351459,-1.048713,0.8145931,-5.397683,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,130.2453474,129.6567837,136.7884314,158.1160902,0.0346894,0.0507648,1.573842625,0.9355378594,0.8506871505,1.573842625,,,1.573842625
33,10182024015744429,-0.9564546,2.889839,-4.577855,-0.9500639,2.773405,-4.58856,-0.9319508,2.418082,-4.636989,-0.9186927,1.929578,-4.721259,-0.9500639,2.773405,-4.58856,-0.9500639,2.773405,-4.58856,-0.9186927,1.929578,-4.721259,-0.9186927,1.929578,-4.721259,-0.6214966,2.65266,-4.54835,-0.4578622,2.210735,-4.442265,-0.4764358,1.874559,-4.589723,-0.5082493,1.788587,-4.656336,-0.4764358,1.874559,-4.589723,-1.293549,2.660913,-4.54639,-1.405356,2.230168,-4.595314,-1.46617,1.81731,-4.805151,-1.479347,1.732455,-4.88464,-1.46617,1.81731,-4.805151,-0.7759591,1.922804,-4.776556,-0.6619882,1.423991,-5.314676,-0.6920761,0.8429211,-5.509367,-1.060002,1.941058,-4.782361,-1.112574,1.452948,-5.323884,-1.044228,0.8655522,-5.516563,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,149.1619974,148.4622453,137.0150174,158.7500688,0.0790928,0.1017239,1.509325016,0.9147995393,0.8506041139,1.509325016,,,1.509325016
34,10182024015744626,-0.9628057,2.896211,-4.575258,-0.9575779,2.779631,-4.587854,-0.9427431,2.422988,-4.640926,-0.9292433,1.933616,-4.729074,-0.9575779,2.779631,-4.587854,-0.9575779,2.779631,-4.587854,-0.9292433,1.933616,-4.729074,-0.9292433,1.933616,-4.729074,-0.6258947,2.654727,-4.53985,-0.4629534,2.209614,-4.443966,-0.4776754,1.874057,-4.590656,-0.5060468,1.788612,-4.65407,-0.4776754,1.874057,-4.590656,-1.299383,2.658261,-4.54925,-1.406777,2.220905,-4.597966,-1.478594,1.859847,-4.788574,-1.483629,1.763375,-4.863354,-1.478594,1.859847,-4.788574,-0.7851877,1.924988,-4.782844,-0.6282328,1.626541,-5.4252,-0.6587774,1.233546,-5.800442,-1.070909,1.946617,-4.791172,-1.153947,1.666338,-5.440525,-1.073478,1.264939,-5.812531,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,153.5609007,151.8699883,138.5716667,158.6623476,0.4697177,0.5011107,1.42371763,0.8675260297,0.8501151689,1.42371763,,,1.42371763
35,10182024015744826,-0.9754643,2.900877,-4.568701,-0.9713101,2.784425,-4.582307,-0.9592768,2.427845,-4.637375,-0.9451077,1.940012,-4.726182,-0.9713101,2.784425,-4.582307,-0.9713101,2.784425,-4.582307,-0.9451077,1.940012,-4.726182,-0.9451077,1.940012,-4.726182,-0.6353459,2.656698,-4.528967,-0.4714865,2.208546,-4.444479,-0.4801151,1.87395,-4.592169,-0.4936427,1.794222,-4.639975,-0.4801151,1.87395,-4.592169,-1.306617,2.656332,-4.549518,-1.415206,2.231073,-4.591308,-1.52348,1.914547,-4.77034,-1.511206,1.813503,-4.868512,-1.52348,1.914547,-4.77034,-0.8024455,1.935111,-4.776073,-0.5843093,1.800636,-5.442728,-0.5815831,1.433523,-5.897411,-1.085007,1.950304,-4.790297,-1.208708,1.834209,-5.474161,-1.141045,1.463603,-5.925576,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,147.7729533,145.9782881,140.1260142,156.8758498,0.6696947,0.6997747,1.449817514,0.8203155346,0.8504341341,1.449817514,,,1.449817514
36,10182024015745032,-0.9823729,2.905136,-4.560966,-0.9809863,2.788786,-4.575215,-0.977963,2.43336,-4.628839,-0.9920825,1.950311,-4.71172,-0.9809863,2.788786,-4.575215,-0.9809863,2.788786,-4.575215,-0.9920825,1.950311,-4.71172,-0.9920825,1.950311,-4.71172,-0.6396167,2.658581,-4.52449,-0.473886,2.209446,-4.446943,-0.4688749,1.874414,-4.589144,-0.4819974,1.800884,-4.630439,-0.4688749,1.874414,-4.589144,-1.309322,2.656613,-4.543521,-1.401419,2.295029,-4.54669,-1.538783,2.009452,-4.750174,-1.531679,1.901856,-4.86126,-1.538783,2.009452,-4.750174,-0.8538889,1.947322,-4.762313,-0.5481347,2.140949,-5.388024,-0.6196619,1.738651,-5.867913,-1.126461,1.957431,-4.775149,-1.355255,2.170884,-5.426033,-1.269146,1.762739,-5.898499,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,116.1104844,116.1638102,142.6215694,146.0397561,0.9748227,0.9989107,1.501211849,0.7497436011,0.8489721872,1.501211849,,,1.501211849
37,10182024015745260,-0.9741037,2.906203,-4.550746,-0.9738746,2.790048,-4.564111,-0.9722584,2.435002,-4.614034,-0.9759038,1.952177,-4.687348,-0.9738746,2.790048,-4.564111,-0.9738746,2.790048,-4.564111,-0.9759038,1.952177,-4.687348,-0.9759038,1.952177,-4.687348,-0.633772,2.65948,-4.523261,-0.4606635,2.211742,-4.450779,-0.4574785,1.873482,-4.584637,-0.4592712,1.803842,-4.614905,-0.4574785,1.873482,-4.584637,-1.30152,2.658674,-4.52839,-1.389179,2.312076,-4.526599,-1.536907,2.051381,-4.746374,-1.53226,1.941895,-4.861615,-1.536907,2.051381,-4.746374,-0.8328198,1.952985,-4.734477,-0.4858921,2.2349,-5.319503,-0.5048388,1.859434,-5.795754,-1.114095,1.95508,-4.753858,-1.366521,2.241458,-5.380182,-1.297201,1.865335,-5.850352,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,111.840691,112.3804876,143.678918,140.7719547,1.0956057,1.1015067,1.493668445,0.7291156215,0.8492751984,1.493668445,,,1.493668445
38,10182024015745420,-0.9675621,2.905664,-4.544511,-0.966406,2.789402,-4.556611,-0.9600422,2.433373,-4.602327,-0.9475274,1.947121,-4.669485,-0.966406,2.789402,-4.556611,-0.966406,2.789402,-4.556611,-0.9475274,1.947121,-4.669485,-0.9475274,1.947121,-4.669485,-0.6284149,2.658997,-4.520371,-0.4554646,2.211274,-4.44936,-0.4543112,1.872449,-4.581794,-0.4569686,1.806681,-4.610624,-0.4543112,1.872449,-4.581794,-1.296779,2.659076,-4.521025,-1.385196,2.316708,-4.520903,-1.535606,2.06445,-4.745569,-1.532019,1.954351,-4.86196,-1.535606,2.06445,-4.745569,-0.8024065,1.951005,-4.712732,-0.4662341,2.116926,-5.301729,-0.4177404,1.79442,-5.753288,-1.087781,1.94668,-4.739516,-1.307366,2.104178,-5.380672,-1.263088,1.781608,-5.832627,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,126.0308517,126.2640498,143.8333681,139.6431662,1.0305917,1.0177797,1.409565648,0.7233736711,0.8489799983,1.409565648,,,1.409565648
39,10182024015745628,-0.9564439,2.904099,-4.531784,-0.9523144,2.787451,-4.541455,-0.9340436,2.429521,-4.580395,-0.900236,1.940469,-4.642801,-0.9523144,2.787451,-4.541455,-0.9523144,2.787451,-4.541455,-0.900236,1.940469,-4.642801,-0.900236,1.940469,-4.642801,-0.6184417,2.655702,-4.511348,-0.4472511,2.208108,-4.429577,-0.4439614,1.873223,-4.575389,-0.4472435,1.812548,-4.608792,-0.4439614,1.873223,-4.575389,-1.289085,2.65845,-4.509988,-1.379427,2.317875,-4.516541,-1.529111,2.068319,-4.738317,-1.528295,1.95916,-4.85579,-1.529111,2.068319,-4.738317,-0.751731,1.948411,-4.680266,-0.3772286,1.949188,-5.275047,-0.2276099,1.417054,-5.564795,-1.04623,1.935994,-4.718966,-1.239325,1.91284,-5.388333,-1.253249,1.37381,-5.699571,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,121.3096855,120.9983239,141.274459,140.8324839,0.6532257,0.6099817,1.484363203,0.7182943431,0.8514079585,1.484363203,,,1.484363203
40,10182024015745833,-0.950893,2.903142,-4.522593,-0.9464683,2.786724,-4.533175,-0.9288064,2.42941,-4.573956,-0.9243686,1.949682,-4.66276,-0.9464683,2.786724,-4.533175,-0.9464683,2.786724,-4.533175,-0.9243686,1.949682,-4.66276,-0.9243686,1.949682,-4.66276,-0.6133966,2.652035,-4.501009,-0.4423538,2.207387,-4.40899,-0.4124162,1.884332,-4.572558,-0.390042,1.801373,-4.648363,-0.4124162,1.884332,-4.572558,-1.284952,2.656712,-4.504227,-1.388628,2.272207,-4.533856,-1.501177,1.954537,-4.724949,-1.507009,1.896664,-4.826404,-1.501177,1.954537,-4.724949,-0.7834092,1.952556,-4.710978,-0.5230942,1.79526,-5.35862,-0.507508,1.019848,-5.315433,-1.064844,1.948327,-4.731454,-1.226791,1.784685,-5.409819,-1.253699,1.008634,-5.369723,-1.086,0.6359619,-7.92,-1.636,0.6359619,-7.537,-1.93,0.6359619,-6.94,0.39,0.6359619,-6.96,0.07300001,0.6359619,-7.501,-0.468,0.6359619,-7.869,-0.3338472,0.7638283,-12.22701,1,0,1,0,1,0,0,0,100.1619029,100.7768013,139.3286021,154.3577333,0.2560197,0.2448057,1.650298772,0.7867626932,0.8485555008,1.650298772,,,1.650298772
